repo,pr_number,category,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,floss_refactoring_flag,direct_review_comment_flag,discussion_flag,rationale_flag,notes,
apache/tinkerpop,282,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/282,c6b9bc7114aa77b69edf942486517c04794c7d45,https://github.com/apache/tinkerpop/commit/c6b9bc7114aa77b69edf942486517c04794c7d45,True,,,,,,,,,,
apache/tinkerpop,282,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/282,cbd8200aa26ced615ecd6c1d8eb007ea3417b634,https://github.com/apache/tinkerpop/commit/cbd8200aa26ced615ecd6c1d8eb007ea3417b634,False,,,,,,,,,"review comments on alternatives to a method call and to a class instantiation (in such a case, leading to discussion, but the author provided arguments, so ignoring that suggestion)",
apache/tinkerpop,282,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/282,da791aa9b9c772050cf6c7797f28622b7663f1dc,https://github.com/apache/tinkerpop/commit/da791aa9b9c772050cf6c7797f28622b7663f1dc,False,,,,,,,,,,
apache/tinkerpop,282,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/282,79009e60d5f35cb4fc92801b23ccc1edec8662cf,https://github.com/apache/tinkerpop/commit/79009e60d5f35cb4fc92801b23ccc1edec8662cf,False,,,,,,,,,,
apache/tinkerpop,282,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/282,bef52c611fa1484774df02d049d03bb06f7d07f4,https://github.com/apache/tinkerpop/commit/bef52c611fa1484774df02d049d03bb06f7d07f4,False,,,,,,,,,,
apache/struts,191,non-refactoring-inducing PR,https://github.com/apache/struts/pull/191,dda3facc265d4e1c3b1c60fa2bcc4240953ee35c,https://github.com/apache/struts/commit/dda3facc265d4e1c3b1c60fa2bcc4240953ee35c,True,,,,,,,,,,
apache/struts,191,non-refactoring-inducing PR,https://github.com/apache/struts/pull/191,6b131550a649106766f45c83279b036544afc58c,https://github.com/apache/struts/commit/6b131550a649106766f45c83279b036544afc58c,False,,,,,,,,,review comments about visibility modifiers of a constructor and methods - we used a RefactoringMiner version that does not detect those refactorings,
apache/struts,191,non-refactoring-inducing PR,https://github.com/apache/struts/pull/191,a8ecd9bd297670b048dd3d12ee7211d4984db664,https://github.com/apache/struts/commit/a8ecd9bd297670b048dd3d12ee7211d4984db664,False,,,,,,,,,,
apache/parquet-format,98,non-refactoring-inducing PR,https://github.com/apache/parquet-format/pull/98,1556bf4551c4e75b34a3247cb36957f961d8b768,https://github.com/apache/parquet-format/commit/1556bf4551c4e75b34a3247cb36957f961d8b768,True,,,,,,,,,,
apache/parquet-format,98,non-refactoring-inducing PR,https://github.com/apache/parquet-format/pull/98,fe9369a476143a9080038a7328184413d128ea32,https://github.com/apache/parquet-format/commit/fe9369a476143a9080038a7328184413d128ea32,True,,,,,,,,,,
apache/parquet-format,98,non-refactoring-inducing PR,https://github.com/apache/parquet-format/pull/98,56f7a2faad4e85fe87ce4325abbf60e492459bdc,https://github.com/apache/parquet-format/commit/56f7a2faad4e85fe87ce4325abbf60e492459bdc,False,,,,,,,,,none review comment in Java files,
apache/parquet-format,98,non-refactoring-inducing PR,https://github.com/apache/parquet-format/pull/98,da19cc00d1235a92d478cb503072c93c69e96c70,https://github.com/apache/parquet-format/commit/da19cc00d1235a92d478cb503072c93c69e96c70,False,,,,,,,,,,
apache/plc4x,9,non-refactoring-inducing PR,https://github.com/apache/plc4x/pull/9,75bf337d024698a9319dcb540fcb24fa3609c092,https://github.com/apache/plc4x/commit/75bf337d024698a9319dcb540fcb24fa3609c092,True,,,,,,,,,,
apache/plc4x,9,non-refactoring-inducing PR,https://github.com/apache/plc4x/pull/9,a919e94e9c144d203c947b9e5f7ecd89d8c9890f,https://github.com/apache/plc4x/commit/a919e94e9c144d203c947b9e5f7ecd89d8c9890f,False,,,,,,,,,"review comments fixed a few comments and TODOs - one of such it provided clarifications (and reason) to not consider a TODO regarding a pattern of naming classes, the author agreed with.",
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,64337e7c97b0a6f3c74416a418b3eb2ef8bee426,https://github.com/apache/tomee/commit/64337e7c97b0a6f3c74416a418b3eb2ef8bee426,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,e97d3e966d3f05c941a90fad55bee0da5717e219,https://github.com/apache/tomee/commit/e97d3e966d3f05c941a90fad55bee0da5717e219,True,Extract Method,private findCmpPersistenceUnit(appModule AppModule) : PersistenceUnit extracted from private getCmpPersistenceUnit(appModule AppModule) : PersistenceUnit in class org.apache.openejb.config.CmpJpaConversion,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,87d837c5515b08f14403fea63186eb6535e936a9,https://github.com/apache/tomee/commit/87d837c5515b08f14403fea63186eb6535e936a9,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,79c9dbb6b00dadfe1c26a69360676a4d5f88583a,https://github.com/apache/tomee/commit/79c9dbb6b00dadfe1c26a69360676a4d5f88583a,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,1b5b3c571c3a958084d73e38c4ccce9a28aa8970,https://github.com/apache/tomee/commit/1b5b3c571c3a958084d73e38c4ccce9a28aa8970,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,51893f4cabf21af6bbc2afc87de8945f1a3179a9,https://github.com/apache/tomee/commit/51893f4cabf21af6bbc2afc87de8945f1a3179a9,True,Change Return Type,"void to int in method public addMovie(title String, director String, year int) : int in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean",,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,51893f4cabf21af6bbc2afc87de8945f1a3179a9,https://github.com/apache/tomee/commit/51893f4cabf21af6bbc2afc87de8945f1a3179a9,True,Change Return Type,"void to int in method public addMovie(title String, director String, year int) : int in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessLocal",,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,f210fdc5bae89b5819989c5911056edbaa6b4a2b,https://github.com/apache/tomee/commit/f210fdc5bae89b5819989c5911056edbaa6b4a2b,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public getFirstName() : String renamed to public getFirstname() : String in class org.apache.openejb.arquillian.tests.cmp.sample.Actor,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter,director : String to firstname : String in method public setFirstname(firstname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.Actor,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public setFirstName(director String) : void renamed to public setFirstname(firstname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.Actor,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public getLastName() : String renamed to public getLastname() : String in class org.apache.openejb.arquillian.tests.cmp.sample.Actor,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter,title : String to lastname : String in method public setLastname(lastname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.Actor,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public setLastName(title String) : void renamed to public setLastname(lastname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.Actor,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public abstract getFirstName() : String renamed to public abstract getFirstname() : String in class org.apache.openejb.arquillian.tests.cmp.sample.ActorBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter,firstName : String to firstname : String in method public abstract setFirstname(firstname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.ActorBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public abstract setFirstName(firstName String) : void renamed to public abstract setFirstname(firstname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.ActorBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public abstract getLastName() : String renamed to public abstract getLastname() : String in class org.apache.openejb.arquillian.tests.cmp.sample.ActorBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Parameter,lastName : String to lastname : String in method public abstract setLastname(lastname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.ActorBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Method,public abstract setLastName(lastName String) : void renamed to public abstract setLastname(lastname String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.ActorBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Change Variable Type,"home : MovieLocalHome to actorLocalHome : ActorLocalHome in method public addActor(firstName String, lastName String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean",,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,https://github.com/apache/tomee/commit/69406e9c62c3ae9f84f1e6c005a5fa8cf3328a25,True,Rename Variable,"home : MovieLocalHome to actorLocalHome : ActorLocalHome in method public addActor(firstName String, lastName String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean",,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Class,org.apache.openejb.arquillian.tests.cmp.sample.Actor renamed to org.apache.openejb.arquillian.tests.cmp.sample.Person,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Class,org.apache.openejb.arquillian.tests.cmp.sample.ActorBean renamed to org.apache.openejb.arquillian.tests.cmp.sample.PersonBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Class,org.apache.openejb.arquillian.tests.cmp.sample.ActorLocalHome renamed to org.apache.openejb.arquillian.tests.cmp.sample.PersonLocalHome,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Parameter,firstName : String to name : String in method public addActor(name String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Change Variable Type,actorLocalHome : ActorLocalHome to personLocalHome : PersonLocalHome in method public addActor(name String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Change Variable Type,actor : Actor to person : Person in method public addActor(name String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Variable,actorLocalHome : ActorLocalHome to personLocalHome : PersonLocalHome in method public addActor(name String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Variable,actor : Actor to person : Person in method public addActor(name String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Merge Parameter,"[firstName : String, lastName : String] to name : String in method public addActor(name String) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean",,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Rename Parameter,firstName : String to name : String in method public ejbCreate(name String) : Integer in class org.apache.openejb.arquillian.tests.cmp.sample.PersonBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,89b319ef81ff0ea206924e565f652cb618976a92,https://github.com/apache/tomee/commit/89b319ef81ff0ea206924e565f652cb618976a92,True,Change Return Type,Actor to Person in method public findByPrimaryKey(primarykey Integer) : Person in class org.apache.openejb.arquillian.tests.cmp.sample.PersonLocalHome,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,758665d2a3d159fc622d52b4cf6da53455b80a3c,https://github.com/apache/tomee/commit/758665d2a3d159fc622d52b4cf6da53455b80a3c,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,128a9c76ad8a749ae6e4073e670771a823b30612,https://github.com/apache/tomee/commit/128a9c76ad8a749ae6e4073e670771a823b30612,True,Rename Class,org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessLocalHome renamed to org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessHome,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,128a9c76ad8a749ae6e4073e670771a823b30612,https://github.com/apache/tomee/commit/128a9c76ad8a749ae6e4073e670771a823b30612,True,Rename Parameter,ctx : SessionContext to sc : SessionContext in method public setSessionContext(sc SessionContext) : void in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessBean,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,128a9c76ad8a749ae6e4073e670771a823b30612,https://github.com/apache/tomee/commit/128a9c76ad8a749ae6e4073e670771a823b30612,True,Change Return Type,MoviesBusinessLocal to MoviesBusiness in method public create() : MoviesBusiness in class org.apache.openejb.arquillian.tests.cmp.sample.MoviesBusinessHome,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,3647d2ce2e3c87a4148a1bfbfba9d8452d82a4d4,https://github.com/apache/tomee/commit/3647d2ce2e3c87a4148a1bfbfba9d8452d82a4d4,True,Inline Variable,"objref : Object in method protected doGet(req HttpServletRequest, resp HttpServletResponse) : void from class org.apache.openejb.arquillian.tests.cmp.sample.MoviesServlet",,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,176b95d25e32bbf6d5ad33220b34e2624203bd10,https://github.com/apache/tomee/commit/176b95d25e32bbf6d5ad33220b34e2624203bd10,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,a1de7ae7a8f06a0e15e18138b5abc33aeae800dd,https://github.com/apache/tomee/commit/a1de7ae7a8f06a0e15e18138b5abc33aeae800dd,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,cfb51c45edd6cbb10e3528cd1a78dfc7bf4a1064,https://github.com/apache/tomee/commit/cfb51c45edd6cbb10e3528cd1a78dfc7bf4a1064,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,9946dfece763c81c4dbf3aab614d5eedb44596cb,https://github.com/apache/tomee/commit/9946dfece763c81c4dbf3aab614d5eedb44596cb,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,68004b36d8140a822d69230362add911868683ba,https://github.com/apache/tomee/commit/68004b36d8140a822d69230362add911868683ba,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,fd73c7c967a2e1a2cedef0ffc245c05b0456ded6,https://github.com/apache/tomee/commit/fd73c7c967a2e1a2cedef0ffc245c05b0456ded6,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,29ab1f47719b4f63f12ccbc8dcc5df81aeddd6ab,https://github.com/apache/tomee/commit/29ab1f47719b4f63f12ccbc8dcc5df81aeddd6ab,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,2befcebab201e847923ae20da7e370d91d14c6b4,https://github.com/apache/tomee/commit/2befcebab201e847923ae20da7e370d91d14c6b4,True,Extract Method,"private unmarshalJavaee(type Class<T>, in InputStream, filter boolean) : Object extracted from public unmarshalJavaee(type Class<T>, in InputStream) : Object in class org.apache.openejb.jee.JaxbJavaee",,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,f4ccf4ca12cc570668ede182f197befeb4ce45bf,https://github.com/apache/tomee/commit/f4ccf4ca12cc570668ede182f197befeb4ce45bf,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,68e4acb93cf82a2fea8e263b506fd06cba26bab5,https://github.com/apache/tomee/commit/68e4acb93cf82a2fea8e263b506fd06cba26bab5,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,d141a3705914df78328057faa78ce7b1962ba9ad,https://github.com/apache/tomee/commit/d141a3705914df78328057faa78ce7b1962ba9ad,True,,,,,,,,,,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,7099ae6c9e068732a4f3d0df6b687ee1ac5d5ee3,https://github.com/apache/tomee/commit/7099ae6c9e068732a4f3d0df6b687ee1ac5d5ee3,False,,,,,,,,,review comment about missing license headers,
apache/tomee,283,non-refactoring-inducing PR,https://github.com/apache/tomee/pull/283,e4480ca3072af9c4d2df3de4cc1339be10e6345b,https://github.com/apache/tomee/commit/e4480ca3072af9c4d2df3de4cc1339be10e6345b,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ec1d05f74fa875e4a07699dc89c3d1956aab586f,https://github.com/apache/tinkerpop/commit/ec1d05f74fa875e4a07699dc89c3d1956aab586f,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,0785090f67ff88a834f77c7181a69594049c65ea,https://github.com/apache/tinkerpop/commit/0785090f67ff88a834f77c7181a69594049c65ea,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Parameter,"localFile : String to file : String in method public ReadStep(traversal Traversal.Admin, file String) in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadStep",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method,public getLocalFile() : String renamed to public getFile() : String in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Attribute,localFile : String to file : String in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method,public getLocalFile() : String renamed to public getFile() : String in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.map.HadoopWriteStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Parameter,"localFile : String to file : String in method public WriteStep(traversal Traversal.Admin, file String) in class org.apache.tinkerpop.gremlin.process.traversal.step.map.WriteStep",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method,public getLocalFile() : String renamed to public getFile() : String in class org.apache.tinkerpop.gremlin.process.traversal.step.map.WriteStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Attribute,localFile : String to file : String in class org.apache.tinkerpop.gremlin.process.traversal.step.map.WriteStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method,public getLocalFile() : String renamed to public getFile() : String in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.map.HadoopReadStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method,public getLocalFile() : String renamed to public getFile() : String in class org.apache.tinkerpop.gremlin.process.traversal.step.Reading,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff2773a5ef1eff379cb5f3b809d4677ff64a076d,https://github.com/apache/tinkerpop/commit/ff2773a5ef1eff379cb5f3b809d4677ff64a076d,True,Rename Method,public getLocalFile() : String renamed to public getFile() : String in class org.apache.tinkerpop.gremlin.process.traversal.step.Writing,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type,"Traverser.Admin<Map<String,Object>> to Traverser.Admin<S> in method protected processNextStart() : Traverser.Admin<S> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadStep",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Extract Variable,"start : Step in method public apply(traversal Traversal.Admin<?,?>) : void from class org.apache.tinkerpop.gremlin.process.traversal.strategy.verification.IoUsageStrategy",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type,"GraphTraversal<Map<String,Object>,Map<String,Object>> to GraphTraversal<S,S> in method public read(file String) : GraphTraversal<S,S> in class org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Rename Parameter,"localFile : String to file : String in method public read(file String) : GraphTraversal<S,S> in class org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource",,,,,,,,
